order_id,order_date,product,category,unit_price,quantity,discount_pct,revenue,country,channel,status,customer_age,customer_gender
ORD-00750,2023-06-09,Sunscreen SPF50,Beauty,22.99,1,0,22.99,USA,Paid Ads,Processing,27,Female
ORD-00751,2023-01-15,Protein Powder,Sports,54.99,1,0,54.99,Brazil,Email,Delivered,39,Male
ORD-00752,2024-07-04,Running Shoes,Sports,119.99,2,10,215.98,France,Referral,Shipped,57,Other
ORD-00753,2023-05-25,Instant Pot,Kitchen,99.99,1,5,94.99,USA,Social Media,Delivered,21,Female
ORD-00754,2023-07-25,Instant Pot,Kitchen,99.99,5,0,499.95,USA,Email,Cancelled,18,Male
ORD-00755,2024-02-02,Blender Pro,Kitchen,74.99,3,15,191.22,Australia,Organic,Delivered,36,Other
ORD-00756,2024-01-31,Yoga Mat,Sports,39.99,4,10,143.96,UK,Social Media,Shipped,56,Other
ORD-00757,2023-04-01,Webcam HD,Electronics,89.99,2,10,161.98,Brazil,Referral,Cancelled,19,Male
ORD-00758,2023-09-11,The Lean Startup,Books,19.99,3,0,59.97,Brazil,Email,Cancelled,28,Male
ORD-00759,2023-12-22,Blender Pro,Kitchen,74.99,3,0,224.97,France,Paid Ads,Processing,35,Male
ORD-00760,2024-10-02,Dumbbells Set,Sports,79.99,4,20,255.97,USA,Referral,Delivered,32,Male
ORD-00761,2023-12-16,Standing Desk,Furniture,549.99,2,0,1099.98,Japan,Referral,Cancelled,57,Other
ORD-00762,2024-12-03,Yoga Mat,Sports,39.99,4,0,159.96,Canada,Email,Delivered,56,Female
ORD-00763,2024-04-04,Atomic Habits,Books,16.99,2,0,33.98,Canada,Referral,Processing,61,Male
ORD-00764,2023-05-22,Water Bottle,Sports,24.99,5,0,124.95,Japan,Paid Ads,Cancelled,54,Male
ORD-00765,2023-11-22,USB-C Hub,Electronics,49.99,5,10,224.96,UK,Paid Ads,Delivered,27,Other
ORD-00766,2023-01-31,Sunscreen SPF50,Beauty,22.99,3,5,65.52,Japan,Social Media,Shipped,65,Other
ORD-00767,2023-10-08,4K Monitor,Electronics,499.99,2,0,999.98,Canada,Paid Ads,Delivered,57,Other
ORD-00768,2023-10-01,Coffee Maker,Kitchen,89.99,5,10,404.95,Germany,Referral,Delivered,32,Other
ORD-00769,2023-01-27,Office Chair,Furniture,299.99,1,15,254.99,Brazil,Paid Ads,Processing,56,Female
ORD-00770,2024-12-30,Air Fryer,Kitchen,129.99,3,0,389.97,Japan,Email,Shipped,26,Male
ORD-00771,2023-07-17,Yoga Mat,Sports,39.99,1,5,37.99,USA,Social Media,Shipped,32,Other
ORD-00772,2024-11-18,Running Shoes,Sports,119.99,2,0,239.98,Canada,Email,Returned,57,Female
ORD-00773,2024-12-05,Protein Powder,Sports,54.99,4,0,219.96,Japan,Email,Returned,20,Other
ORD-00774,2024-01-25,Skincare Set,Beauty,59.99,3,5,170.97,USA,Referral,Delivered,46,Female
ORD-00775,2023-02-13,Yoga Mat,Sports,39.99,5,10,179.96,Japan,Direct,Delivered,53,Female
ORD-00776,2024-06-12,Sunscreen SPF50,Beauty,22.99,1,0,22.99,France,Email,Shipped,37,Female
ORD-00777,2024-04-17,Webcam HD,Electronics,89.99,4,0,359.96,USA,Direct,Processing,27,Female
ORD-00778,2024-10-23,Desk Lamp,Furniture,44.99,1,15,38.24,UK,Paid Ads,Returned,55,Other
ORD-00779,2024-07-13,4K Monitor,Electronics,499.99,4,5,1899.96,Australia,Email,Delivered,29,Female
ORD-00780,2024-08-27,Instant Pot,Kitchen,99.99,2,5,189.98,UK,Social Media,Delivered,62,Other
ORD-00781,2024-12-29,Webcam HD,Electronics,89.99,1,0,89.99,UK,Direct,Shipped,58,Female
ORD-00782,2023-03-29,The Lean Startup,Books,19.99,4,15,67.97,Canada,Email,Processing,42,Male
ORD-00783,2023-06-24,Protein Powder,Sports,54.99,5,20,219.96,Canada,Paid Ads,Returned,27,Male
ORD-00784,2024-12-30,Wireless Mouse,Electronics,29.99,4,0,119.96,France,Direct,Returned,46,Female
ORD-00785,2024-10-03,Webcam HD,Electronics,89.99,1,0,89.99,Germany,Organic,Processing,34,Male
ORD-00786,2024-04-14,Python Crash Course,Books,34.99,4,10,125.96,USA,Referral,Shipped,33,Male
ORD-00787,2024-08-25,Blender Pro,Kitchen,74.99,4,5,284.96,Japan,Email,Delivered,56,Other
ORD-00788,2023-01-07,Yoga Mat,Sports,39.99,5,0,199.95,Germany,Organic,Delivered,27,Male
ORD-00789,2024-10-30,Office Chair,Furniture,299.99,1,0,299.99,USA,Direct,Processing,56,Female
ORD-00790,2023-12-06,USB-C Hub,Electronics,49.99,1,0,49.99,Japan,Paid Ads,Delivered,61,Female
ORD-00791,2024-09-17,Blender Pro,Kitchen,74.99,5,10,337.45,Canada,Email,Cancelled,55,Female
ORD-00792,2023-02-06,USB-C Hub,Electronics,49.99,3,0,149.97,Australia,Email,Returned,22,Female
ORD-00793,2024-07-17,USB-C Hub,Electronics,49.99,3,5,142.47,Canada,Organic,Cancelled,35,Female
ORD-00794,2024-06-23,Bookshelf,Furniture,189.99,5,0,949.95,Germany,Referral,Delivered,24,Other
ORD-00795,2024-10-06,The Lean Startup,Books,19.99,1,5,18.99,France,Email,Processing,38,Female
ORD-00796,2024-06-22,Deep Work,Books,18.99,5,0,94.95,Canada,Referral,Processing,49,Other
ORD-00797,2024-10-09,Python Crash Course,Books,34.99,4,20,111.97,Canada,Referral,Delivered,63,Female
ORD-00798,2023-07-18,Laptop Pro 15,Electronics,1299.99,1,0,1299.99,Brazil,Direct,Returned,25,Other
ORD-00799,2023-08-01,Coffee Maker,Kitchen,89.99,4,5,341.96,USA,Social Media,Delivered,53,Other
ORD-00800,2023-08-06,Laptop Pro 15,Electronics,1299.99,2,15,2209.98,France,Social Media,Returned,22,Female
ORD-00801,2023-11-04,The Lean Startup,Books,19.99,5,0,99.95,USA,Organic,Cancelled,39,Female
ORD-00802,2024-02-10,Skincare Set,Beauty,59.99,5,10,269.95,USA,Paid Ads,Delivered,39,Female
ORD-00803,2024-11-19,Python Crash Course,Books,34.99,4,20,111.97,USA,Direct,Delivered,48,Male
ORD-00804,2024-10-04,Desk Lamp,Furniture,44.99,5,0,224.95,Brazil,Email,Cancelled,21,Other
ORD-00805,2023-11-03,Deep Work,Books,18.99,3,10,51.27,USA,Paid Ads,Processing,61,Female
ORD-00806,2023-12-29,USB-C Hub,Electronics,49.99,2,0,99.98,USA,Social Media,Shipped,58,Other
ORD-00807,2023-06-19,Deep Work,Books,18.99,5,5,90.2,Canada,Referral,Delivered,37,Other
ORD-00808,2023-11-19,Instant Pot,Kitchen,99.99,1,0,99.99,Japan,Organic,Shipped,33,Female
ORD-00809,2024-04-07,Water Bottle,Sports,24.99,2,10,44.98,France,Paid Ads,Delivered,41,Male
ORD-00810,2023-07-26,USB-C Hub,Electronics,49.99,4,10,179.96,USA,Email,Processing,27,Male
ORD-00811,2023-12-15,Python Crash Course,Books,34.99,5,0,174.95,Australia,Paid Ads,Returned,24,Other
ORD-00812,2024-11-23,4K Monitor,Electronics,499.99,2,15,849.98,USA,Email,Shipped,63,Other
ORD-00813,2023-04-29,Laptop Pro 15,Electronics,1299.99,3,0,3899.97,UK,Social Media,Shipped,20,Male
ORD-00814,2024-06-17,Sunscreen SPF50,Beauty,22.99,3,0,68.97,France,Direct,Delivered,38,Male
ORD-00815,2023-07-17,Water Bottle,Sports,24.99,3,10,67.47,Australia,Email,Cancelled,25,Female
ORD-00816,2023-06-02,Webcam HD,Electronics,89.99,3,0,269.97,USA,Referral,Processing,50,Male
ORD-00817,2023-07-31,Atomic Habits,Books,16.99,3,10,45.87,Australia,Social Media,Delivered,63,Female
ORD-00818,2024-08-10,Yoga Mat,Sports,39.99,2,0,79.98,France,Referral,Delivered,52,Female
ORD-00819,2023-02-21,4K Monitor,Electronics,499.99,1,5,474.99,USA,Organic,Shipped,21,Male
ORD-00820,2024-03-12,Standing Desk,Furniture,549.99,2,15,934.98,Brazil,Referral,Delivered,37,Female
ORD-00821,2023-07-22,Instant Pot,Kitchen,99.99,5,0,499.95,Brazil,Referral,Delivered,23,Other
ORD-00822,2024-04-24,Mechanical Keyboard,Electronics,149.99,4,0,599.96,Brazil,Email,Delivered,32,Male
ORD-00823,2024-09-23,Dumbbells Set,Sports,79.99,3,5,227.97,Canada,Direct,Cancelled,39,Female
ORD-00824,2024-04-09,Python Crash Course,Books,34.99,1,0,34.99,Brazil,Organic,Delivered,48,Female
ORD-00825,2023-06-24,Water Bottle,Sports,24.99,3,10,67.47,Canada,Referral,Delivered,43,Other
ORD-00826,2023-04-20,Protein Powder,Sports,54.99,5,15,233.71,UK,Social Media,Processing,47,Female
ORD-00827,2024-08-27,Bookshelf,Furniture,189.99,2,10,341.98,Germany,Referral,Delivered,48,Female
ORD-00828,2023-03-09,Protein Powder,Sports,54.99,2,20,87.98,Japan,Email,Processing,39,Other
ORD-00829,2024-12-11,Yoga Mat,Sports,39.99,2,15,67.98,UK,Direct,Cancelled,54,Female
ORD-00830,2023-04-28,Deep Work,Books,18.99,5,5,90.2,Australia,Referral,Delivered,46,Male
ORD-00831,2023-11-12,Standing Desk,Furniture,549.99,1,10,494.99,UK,Direct,Returned,56,Female
ORD-00832,2023-12-02,Python Crash Course,Books,34.99,1,0,34.99,Germany,Paid Ads,Processing,58,Male
ORD-00833,2023-05-31,Blender Pro,Kitchen,74.99,2,5,142.48,France,Email,Processing,54,Female
ORD-00834,2023-07-20,Running Shoes,Sports,119.99,3,0,359.97,France,Email,Cancelled,40,Male
ORD-00835,2024-08-19,Laptop Pro 15,Electronics,1299.99,5,10,5849.95,Japan,Paid Ads,Returned,36,Male
ORD-00836,2024-01-14,Atomic Habits,Books,16.99,1,0,16.99,Australia,Organic,Returned,36,Male
ORD-00837,2023-08-29,Bookshelf,Furniture,189.99,5,5,902.45,Australia,Direct,Shipped,43,Female
ORD-00838,2024-03-21,Atomic Habits,Books,16.99,2,15,28.88,Canada,Email,Delivered,30,Other
ORD-00839,2024-01-29,Office Chair,Furniture,299.99,4,0,1199.96,France,Direct,Delivered,26,Male
ORD-00840,2023-03-15,Air Fryer,Kitchen,129.99,1,0,129.99,Brazil,Direct,Shipped,26,Male
ORD-00841,2023-05-21,Air Fryer,Kitchen,129.99,4,20,415.97,Brazil,Direct,Processing,45,Other
ORD-00842,2023-07-04,Desk Lamp,Furniture,44.99,5,5,213.7,Brazil,Email,Delivered,32,Male
ORD-00843,2024-03-10,Coffee Maker,Kitchen,89.99,1,10,80.99,Brazil,Direct,Delivered,63,Other
ORD-00844,2023-10-03,Bookshelf,Furniture,189.99,5,10,854.96,Australia,Organic,Delivered,54,Female
ORD-00845,2024-12-22,Office Chair,Furniture,299.99,1,10,269.99,Brazil,Direct,Delivered,27,Other
ORD-00846,2024-06-23,Sunscreen SPF50,Beauty,22.99,3,5,65.52,UK,Referral,Processing,23,Male
ORD-00847,2024-04-28,Air Fryer,Kitchen,129.99,1,15,110.49,France,Referral,Delivered,39,Other
ORD-00848,2023-01-12,Python Crash Course,Books,34.99,4,10,125.96,Brazil,Referral,Cancelled,39,Female
ORD-00849,2023-12-28,Water Bottle,Sports,24.99,3,0,74.97,USA,Direct,Processing,65,Female
ORD-00850,2024-07-31,Dumbbells Set,Sports,79.99,1,15,67.99,Brazil,Referral,Delivered,54,Male
ORD-00851,2024-11-03,Water Bottle,Sports,24.99,5,0,124.95,France,Email,Delivered,26,Other
ORD-00852,2023-03-20,Dumbbells Set,Sports,79.99,3,0,239.97,France,Social Media,Returned,34,Male
ORD-00853,2023-04-25,Coffee Maker,Kitchen,89.99,2,10,161.98,Canada,Direct,Shipped,41,Male
ORD-00854,2023-09-25,Instant Pot,Kitchen,99.99,2,5,189.98,Canada,Referral,Returned,20,Female
ORD-00855,2023-03-28,4K Monitor,Electronics,499.99,5,20,1999.96,Canada,Email,Returned,44,Female
ORD-00856,2023-09-01,Blender Pro,Kitchen,74.99,4,15,254.97,Canada,Paid Ads,Processing,64,Female
ORD-00857,2023-02-25,Air Fryer,Kitchen,129.99,3,20,311.98,UK,Organic,Delivered,47,Female
ORD-00858,2024-05-02,Water Bottle,Sports,24.99,4,15,84.97,Germany,Email,Cancelled,63,Female
ORD-00859,2024-04-30,Dumbbells Set,Sports,79.99,2,10,143.98,Japan,Organic,Delivered,46,Female
ORD-00860,2024-11-25,Protein Powder,Sports,54.99,5,15,233.71,USA,Organic,Processing,58,Female
ORD-00861,2024-03-18,Coffee Maker,Kitchen,89.99,3,0,269.97,France,Social Media,Returned,24,Female
ORD-00862,2024-11-01,Deep Work,Books,18.99,4,5,72.16,Germany,Direct,Cancelled,55,Male
ORD-00863,2024-06-16,Protein Powder,Sports,54.99,2,0,109.98,USA,Direct,Delivered,22,Male
ORD-00864,2024-02-26,Mechanical Keyboard,Electronics,149.99,5,0,749.95,Brazil,Social Media,Delivered,64,Female
ORD-00865,2023-09-15,Running Shoes,Sports,119.99,1,0,119.99,UK,Organic,Processing,60,Male
ORD-00866,2024-09-05,Air Fryer,Kitchen,129.99,1,15,110.49,UK,Organic,Returned,56,Male
ORD-00867,2024-01-20,Blender Pro,Kitchen,74.99,5,20,299.96,Canada,Organic,Cancelled,29,Female
ORD-00868,2023-10-29,Desk Lamp,Furniture,44.99,1,15,38.24,Brazil,Social Media,Returned,45,Other
ORD-00869,2024-11-14,Sunscreen SPF50,Beauty,22.99,3,0,68.97,Canada,Organic,Delivered,21,Female
ORD-00870,2024-02-02,Protein Powder,Sports,54.99,1,0,54.99,France,Paid Ads,Shipped,22,Female
ORD-00871,2023-07-25,Coffee Maker,Kitchen,89.99,4,0,359.96,Brazil,Organic,Delivered,52,Female
ORD-00872,2023-08-12,Coffee Maker,Kitchen,89.99,1,5,85.49,France,Organic,Delivered,22,Male
ORD-00873,2024-08-08,Skincare Set,Beauty,59.99,3,20,143.98,Brazil,Organic,Shipped,27,Other
ORD-00874,2024-10-17,Laptop Pro 15,Electronics,1299.99,1,15,1104.99,Japan,Social Media,Delivered,62,Female
ORD-00875,2024-02-05,Deep Work,Books,18.99,1,10,17.09,Brazil,Email,Shipped,43,Other
ORD-00876,2023-03-13,Atomic Habits,Books,16.99,2,0,33.98,Japan,Direct,Returned,48,Male
ORD-00877,2024-08-03,Atomic Habits,Books,16.99,3,0,50.97,France,Email,Delivered,58,Other
ORD-00878,2023-04-03,Office Chair,Furniture,299.99,5,20,1199.96,Australia,Organic,Returned,47,Female
ORD-00879,2024-10-25,Running Shoes,Sports,119.99,2,10,215.98,USA,Email,Cancelled,30,Female
ORD-00880,2024-12-13,Standing Desk,Furniture,549.99,1,15,467.49,Australia,Email,Delivered,58,Female
ORD-00881,2023-07-14,4K Monitor,Electronics,499.99,1,0,499.99,USA,Direct,Processing,33,Female
ORD-00882,2024-02-03,USB-C Hub,Electronics,49.99,5,15,212.46,France,Email,Processing,46,Male
ORD-00883,2023-02-07,Protein Powder,Sports,54.99,1,0,54.99,USA,Email,Delivered,31,Other
ORD-00884,2024-11-14,The Lean Startup,Books,19.99,4,15,67.97,Canada,Direct,Processing,32,Male
ORD-00885,2023-02-07,Skincare Set,Beauty,59.99,2,5,113.98,USA,Email,Processing,20,Male
ORD-00886,2024-12-19,Air Fryer,Kitchen,129.99,2,0,259.98,Canada,Direct,Delivered,37,Male
ORD-00887,2024-04-12,Coffee Maker,Kitchen,89.99,2,20,143.98,UK,Organic,Delivered,49,Other
ORD-00888,2024-09-22,Yoga Mat,Sports,39.99,1,20,31.99,Germany,Email,Delivered,65,Other
ORD-00889,2024-02-16,Protein Powder,Sports,54.99,1,15,46.74,Canada,Social Media,Returned,31,Male
ORD-00890,2024-08-30,Webcam HD,Electronics,89.99,3,0,269.97,UK,Social Media,Delivered,44,Male
ORD-00891,2024-12-14,Office Chair,Furniture,299.99,5,0,1499.95,Brazil,Paid Ads,Processing,20,Male
ORD-00892,2023-04-13,Air Fryer,Kitchen,129.99,5,5,617.45,Canada,Organic,Shipped,23,Male
ORD-00893,2023-01-08,Webcam HD,Electronics,89.99,1,15,76.49,France,Email,Cancelled,48,Other
ORD-00894,2023-05-10,Running Shoes,Sports,119.99,2,15,203.98,France,Referral,Shipped,44,Male
ORD-00895,2023-06-28,Coffee Maker,Kitchen,89.99,1,10,80.99,Canada,Direct,Shipped,57,Male
ORD-00896,2024-10-04,Water Bottle,Sports,24.99,3,5,71.22,USA,Referral,Delivered,30,Male
ORD-00897,2024-06-26,Mechanical Keyboard,Electronics,149.99,5,0,749.95,Germany,Email,Returned,58,Other
ORD-00898,2023-08-02,Dumbbells Set,Sports,79.99,1,0,79.99,UK,Paid Ads,Cancelled,48,Female
ORD-00899,2023-06-30,Webcam HD,Electronics,89.99,1,0,89.99,Australia,Social Media,Delivered,45,Female
ORD-00900,2023-12-09,Coffee Maker,Kitchen,89.99,4,0,359.96,UK,Direct,Delivered,52,Male
ORD-00901,2023-06-11,Laptop Pro 15,Electronics,1299.99,4,10,4679.96,UK,Organic,Delivered,64,Female
ORD-00902,2024-08-29,Deep Work,Books,18.99,3,5,54.12,Germany,Direct,Cancelled,38,Male
ORD-00903,2023-04-23,Protein Powder,Sports,54.99,2,0,109.98,Germany,Direct,Shipped,30,Female
ORD-00904,2023-08-14,USB-C Hub,Electronics,49.99,4,10,179.96,Brazil,Organic,Shipped,27,Male
ORD-00905,2024-09-16,Desk Lamp,Furniture,44.99,2,5,85.48,Australia,Paid Ads,Shipped,64,Male
ORD-00906,2024-10-09,Office Chair,Furniture,299.99,3,0,899.97,Australia,Paid Ads,Delivered,62,Other
ORD-00907,2023-03-03,Dumbbells Set,Sports,79.99,2,0,159.98,Brazil,Email,Shipped,28,Female
ORD-00908,2023-08-14,Water Bottle,Sports,24.99,5,0,124.95,Canada,Referral,Processing,32,Male
ORD-00909,2024-02-26,The Lean Startup,Books,19.99,4,20,63.97,Germany,Referral,Shipped,47,Female
ORD-00910,2023-01-15,Skincare Set,Beauty,59.99,4,15,203.97,Germany,Paid Ads,Delivered,45,Other
ORD-00911,2023-08-16,Deep Work,Books,18.99,2,10,34.18,USA,Email,Delivered,20,Female
ORD-00912,2024-05-31,Wireless Mouse,Electronics,29.99,4,10,107.96,Japan,Email,Returned,62,Male
ORD-00913,2024-04-08,Python Crash Course,Books,34.99,2,0,69.98,USA,Direct,Cancelled,44,Male
ORD-00914,2023-05-16,Office Chair,Furniture,299.99,3,0,899.97,UK,Organic,Shipped,60,Female
ORD-00915,2023-06-15,Instant Pot,Kitchen,99.99,4,20,319.97,USA,Email,Shipped,26,Other
ORD-00916,2024-02-20,Webcam HD,Electronics,89.99,3,15,229.47,Brazil,Direct,Cancelled,18,Other
ORD-00917,2023-03-14,Standing Desk,Furniture,549.99,3,10,1484.97,USA,Social Media,Shipped,35,Other
ORD-00918,2024-09-19,Atomic Habits,Books,16.99,5,20,67.96,Germany,Direct,Delivered,57,Female
ORD-00919,2023-02-26,The Lean Startup,Books,19.99,3,0,59.97,UK,Email,Delivered,47,Other
ORD-00920,2023-02-11,Office Chair,Furniture,299.99,3,0,899.97,UK,Referral,Cancelled,31,Male
ORD-00921,2023-12-09,Yoga Mat,Sports,39.99,5,0,199.95,Brazil,Direct,Returned,55,Other
ORD-00922,2023-08-03,Sunscreen SPF50,Beauty,22.99,2,0,45.98,Australia,Social Media,Processing,61,Female
ORD-00923,2023-10-11,Wireless Mouse,Electronics,29.99,1,0,29.99,Australia,Email,Shipped,50,Other
ORD-00924,2023-05-06,Python Crash Course,Books,34.99,5,15,148.71,France,Email,Processing,41,Other
ORD-00925,2024-12-10,USB-C Hub,Electronics,49.99,2,5,94.98,UK,Organic,Shipped,29,Female
ORD-00926,2023-03-20,Mechanical Keyboard,Electronics,149.99,2,0,299.98,UK,Direct,Delivered,49,Male
ORD-00927,2023-07-29,The Lean Startup,Books,19.99,1,0,19.99,Japan,Direct,Processing,26,Female
ORD-00928,2023-12-22,Bookshelf,Furniture,189.99,4,15,645.97,USA,Social Media,Delivered,22,Male
ORD-00929,2023-08-26,The Lean Startup,Books,19.99,3,5,56.97,Australia,Direct,Cancelled,38,Female
ORD-00930,2024-08-30,Blender Pro,Kitchen,74.99,5,20,299.96,Brazil,Email,Delivered,54,Male
ORD-00931,2023-11-10,Webcam HD,Electronics,89.99,3,0,269.97,Brazil,Social Media,Delivered,21,Male
ORD-00932,2023-12-28,Water Bottle,Sports,24.99,4,0,99.96,Canada,Direct,Processing,36,Male
ORD-00933,2023-06-29,Instant Pot,Kitchen,99.99,2,0,199.98,Germany,Organic,Delivered,38,Other
ORD-00934,2023-05-10,Desk Lamp,Furniture,44.99,3,0,134.97,Canada,Paid Ads,Processing,63,Male
ORD-00935,2024-11-12,Protein Powder,Sports,54.99,3,0,164.97,Australia,Email,Processing,28,Other
ORD-00936,2023-11-05,Mechanical Keyboard,Electronics,149.99,1,5,142.49,Brazil,Paid Ads,Shipped,38,Male
ORD-00937,2023-01-05,Skincare Set,Beauty,59.99,5,10,269.95,Australia,Direct,Cancelled,36,Female
ORD-00938,2023-10-24,Sunscreen SPF50,Beauty,22.99,5,15,97.71,Canada,Referral,Cancelled,46,Female
ORD-00939,2024-12-06,Mechanical Keyboard,Electronics,149.99,4,0,599.96,Canada,Direct,Processing,25,Female
ORD-00940,2023-01-26,Standing Desk,Furniture,549.99,5,20,2199.96,Germany,Email,Delivered,23,Female
ORD-00941,2023-02-26,Coffee Maker,Kitchen,89.99,2,10,161.98,Germany,Social Media,Delivered,19,Male
ORD-00942,2024-07-05,Desk Lamp,Furniture,44.99,1,10,40.49,Japan,Paid Ads,Shipped,38,Other
ORD-00943,2024-09-11,The Lean Startup,Books,19.99,1,15,16.99,Australia,Email,Delivered,63,Female
ORD-00944,2024-01-14,Standing Desk,Furniture,549.99,3,0,1649.97,France,Social Media,Delivered,37,Female
ORD-00945,2024-07-28,USB-C Hub,Electronics,49.99,2,15,84.98,Brazil,Direct,Shipped,46,Female
ORD-00946,2023-06-17,Skincare Set,Beauty,59.99,4,15,203.97,Japan,Paid Ads,Returned,55,Other
ORD-00947,2023-03-30,4K Monitor,Electronics,499.99,2,0,999.98,Brazil,Referral,Delivered,22,Other
ORD-00948,2024-01-20,USB-C Hub,Electronics,49.99,1,5,47.49,France,Email,Delivered,53,Female
ORD-00949,2024-12-28,Deep Work,Books,18.99,2,0,37.98,Canada,Email,Delivered,53,Female
ORD-00950,2023-02-13,Water Bottle,Sports,24.99,5,0,124.95,Brazil,Referral,Cancelled,47,Male
ORD-00951,2023-01-28,Laptop Pro 15,Electronics,1299.99,2,0,2599.98,France,Direct,Returned,58,Female
ORD-00952,2023-05-08,Air Fryer,Kitchen,129.99,3,5,370.47,Canada,Email,Cancelled,59,Male
ORD-00953,2023-01-30,Mechanical Keyboard,Electronics,149.99,3,5,427.47,UK,Referral,Cancelled,41,Other
ORD-00954,2024-05-07,Deep Work,Books,18.99,4,20,60.77,France,Direct,Cancelled,48,Other
ORD-00955,2023-05-03,Office Chair,Furniture,299.99,5,15,1274.96,USA,Social Media,Delivered,55,Male
ORD-00956,2023-05-30,Protein Powder,Sports,54.99,4,15,186.97,Canada,Social Media,Delivered,21,Female
ORD-00957,2024-01-05,Bookshelf,Furniture,189.99,3,0,569.97,France,Social Media,Processing,58,Male
ORD-00958,2024-06-10,Running Shoes,Sports,119.99,2,20,191.98,UK,Referral,Returned,28,Other
ORD-00959,2023-11-27,Protein Powder,Sports,54.99,3,0,164.97,Australia,Organic,Processing,55,Female
ORD-00960,2023-05-28,Laptop Pro 15,Electronics,1299.99,2,10,2339.98,France,Social Media,Returned,49,Female
ORD-00961,2023-12-15,Webcam HD,Electronics,89.99,1,0,89.99,Canada,Referral,Delivered,30,Other
ORD-00962,2024-09-20,Instant Pot,Kitchen,99.99,5,20,399.96,UK,Email,Shipped,22,Male
ORD-00963,2023-05-15,Laptop Pro 15,Electronics,1299.99,4,0,5199.96,France,Direct,Delivered,26,Female
ORD-00964,2024-09-03,The Lean Startup,Books,19.99,3,0,59.97,France,Organic,Cancelled,25,Male
ORD-00965,2023-05-12,Instant Pot,Kitchen,99.99,2,15,169.98,Germany,Social Media,Delivered,31,Male
ORD-00966,2023-03-22,Bookshelf,Furniture,189.99,1,0,189.99,USA,Email,Returned,45,Male
ORD-00967,2023-07-21,Mechanical Keyboard,Electronics,149.99,1,20,119.99,USA,Email,Delivered,34,Male
ORD-00968,2023-03-09,Water Bottle,Sports,24.99,1,20,19.99,UK,Organic,Processing,31,Other
ORD-00969,2023-07-24,Webcam HD,Electronics,89.99,3,0,269.97,UK,Paid Ads,Returned,65,Female
ORD-00970,2024-08-16,Office Chair,Furniture,299.99,3,0,899.97,Germany,Referral,Processing,22,Male
ORD-00971,2024-08-15,Sunscreen SPF50,Beauty,22.99,1,10,20.69,Germany,Direct,Delivered,36,Male
ORD-00972,2024-07-04,Laptop Pro 15,Electronics,1299.99,1,0,1299.99,Brazil,Social Media,Cancelled,55,Male
ORD-00973,2024-03-26,Blender Pro,Kitchen,74.99,1,0,74.99,Australia,Email,Shipped,31,Other
ORD-00974,2023-08-22,Bookshelf,Furniture,189.99,1,20,151.99,Australia,Organic,Shipped,25,Other
ORD-00975,2023-05-20,Python Crash Course,Books,34.99,3,15,89.22,France,Referral,Cancelled,20,Male
ORD-00976,2023-12-02,Python Crash Course,Books,34.99,1,5,33.24,France,Email,Processing,65,Female
ORD-00977,2024-12-04,Desk Lamp,Furniture,44.99,2,10,80.98,Japan,Social Media,Returned,45,Male
ORD-00978,2023-03-13,Python Crash Course,Books,34.99,3,0,104.97,USA,Direct,Shipped,61,Male
ORD-00979,2024-02-10,Desk Lamp,Furniture,44.99,5,15,191.21,UK,Organic,Delivered,43,Female
ORD-00980,2024-12-12,Deep Work,Books,18.99,1,15,16.14,Canada,Organic,Delivered,30,Female
ORD-00981,2023-07-25,Coffee Maker,Kitchen,89.99,4,0,359.96,Germany,Email,Cancelled,49,Female
ORD-00982,2024-12-31,Sunscreen SPF50,Beauty,22.99,5,10,103.45,France,Direct,Shipped,40,Female
ORD-00983,2024-11-13,Coffee Maker,Kitchen,89.99,4,5,341.96,France,Paid Ads,Returned,47,Male
ORD-00984,2023-05-06,Dumbbells Set,Sports,79.99,4,5,303.96,Germany,Direct,Delivered,19,Male
ORD-00985,2023-02-24,USB-C Hub,Electronics,49.99,4,15,169.97,USA,Paid Ads,Shipped,56,Other
ORD-00986,2023-12-01,4K Monitor,Electronics,499.99,3,10,1349.97,UK,Organic,Cancelled,51,Female
ORD-00987,2024-04-22,Running Shoes,Sports,119.99,3,15,305.97,Brazil,Email,Processing,34,Other
ORD-00988,2023-12-18,Atomic Habits,Books,16.99,5,0,84.95,USA,Email,Delivered,42,Female
ORD-00989,2023-11-19,Standing Desk,Furniture,549.99,4,5,2089.96,USA,Organic,Delivered,53,Other
ORD-00990,2023-11-07,Instant Pot,Kitchen,99.99,2,5,189.98,Japan,Paid Ads,Delivered,63,Female
ORD-00991,2024-05-14,Sunscreen SPF50,Beauty,22.99,1,10,20.69,Brazil,Direct,Processing,61,Other
ORD-00992,2024-08-08,Python Crash Course,Books,34.99,4,10,125.96,Canada,Referral,Delivered,43,Female
ORD-00993,2024-05-21,Deep Work,Books,18.99,4,10,68.36,Australia,Social Media,Delivered,21,Male
ORD-00994,2024-08-27,Wireless Mouse,Electronics,29.99,2,20,47.98,Australia,Social Media,Returned,65,Other
ORD-00995,2023-01-28,Sunscreen SPF50,Beauty,22.99,3,5,65.52,UK,Email,Delivered,40,Female
ORD-00996,2023-12-26,Wireless Mouse,Electronics,29.99,2,0,59.98,Germany,Direct,Delivered,55,Male
ORD-00997,2024-12-05,USB-C Hub,Electronics,49.99,3,0,149.97,Australia,Paid Ads,Delivered,52,Female
