campaign_id,date,platform,campaign_type,industry,region,budget_usd,impressions,clicks,conversions,revenue_usd,ctr_pct,cpc_usd,roas,cost_per_conversion
CMP-01381,2022-05-23,Email,Retargeting,Tech,Latin America,18158.59,5135748,35950,2181,909276.59,0.7,0.51,50.07,8.33
CMP-01382,2024-06-01,Instagram,Brand Awareness,Finance,Europe,24682.16,6507418,318212,18217,7813179.74,4.89,0.08,316.55,1.35
CMP-01383,2022-10-23,TikTok,Brand Awareness,Finance,Latin America,34139.58,2749758,87992,3878,1866026.81,3.2,0.39,54.66,8.8
CMP-01384,2022-11-16,Twitter,Retargeting,Healthcare,Latin America,17432.55,7985017,455944,26686,2993283.91,5.71,0.04,171.71,0.65
CMP-01385,2023-04-04,Google Ads,Brand Awareness,Retail,Middle East,33593.32,10631837,803766,60441,18883631.54,7.56,0.04,562.12,0.56
CMP-01386,2022-08-26,TikTok,Retargeting,Travel,Middle East,45625.15,12786088,882240,42481,10014891.35,6.9,0.05,219.5,1.07
CMP-01387,2023-02-13,YouTube,Brand Awareness,Tech,Middle East,30474.32,4480819,257647,28298,9477616.72,5.75,0.12,311.0,1.08
CMP-01388,2022-03-27,TikTok,Engagement,Tech,Asia Pacific,49705.65,20795528,1559664,101284,33134928.78,7.5,0.03,666.62,0.49
CMP-01389,2022-01-10,Instagram,Lead Generation,Finance,Latin America,39091.02,5726166,217594,14082,3379216.43,3.8,0.18,86.44,2.78
CMP-01390,2023-07-08,Email,Lead Generation,Tech,Middle East,9745.4,3126866,86614,7174,2389295.65,2.77,0.11,245.17,1.36
CMP-01391,2024-02-16,Facebook,Engagement,Travel,Europe,32383.08,2509257,163101,2477,245549.88,6.5,0.2,7.58,13.07
CMP-01392,2022-07-12,YouTube,Engagement,Finance,North America,3954.5,1085762,71334,5802,450109.46,6.57,0.06,113.82,0.68
CMP-01393,2024-01-20,TikTok,Retargeting,Healthcare,North America,1587.23,790602,43720,3517,283471.48,5.53,0.04,178.6,0.45
CMP-01394,2023-11-06,Twitter,Lead Generation,Tech,North America,42083.08,17609147,774802,11531,5388490.01,4.4,0.05,128.04,3.65
CMP-01395,2024-05-30,Google Ads,Retargeting,Tech,Asia Pacific,37753.71,11125659,313743,9000,829550.06,2.82,0.12,21.97,4.19
CMP-01396,2023-12-20,Google Ads,Engagement,Healthcare,Latin America,702.08,254357,9258,786,364209.48,3.64,0.08,518.76,0.89
CMP-01397,2023-11-20,YouTube,Lead Generation,Travel,Latin America,23048.53,8999427,369876,13035,991561.76,4.11,0.06,43.02,1.77
CMP-01398,2023-07-24,LinkedIn,Engagement,Healthcare,Middle East,31980.2,4684120,128813,7467,2639713.06,2.75,0.25,82.54,4.28
CMP-01399,2022-05-12,Google Ads,Conversion,Food & Beverage,Europe,24639.49,1465695,84717,1409,233854.0,5.78,0.29,9.49,17.49
CMP-01400,2022-06-25,LinkedIn,Lead Generation,Tech,North America,2384.5,884531,57052,5016,1911876.05,6.45,0.04,801.79,0.48
CMP-01401,2023-10-28,Twitter,Retargeting,Food & Beverage,Latin America,26107.66,2989968,23022,1576,245432.16,0.77,1.13,9.4,16.57
CMP-01402,2023-02-03,Google Ads,Conversion,Education,North America,39214.56,18848421,295920,6243,2187544.37,1.57,0.13,55.78,6.28
CMP-01403,2022-12-19,Email,Retargeting,Healthcare,Europe,43851.81,5575493,181761,20304,7171421.81,3.26,0.24,163.54,2.16
CMP-01404,2023-03-27,YouTube,Engagement,Finance,Europe,25787.85,10503146,274132,26864,9641557.48,2.61,0.09,373.88,0.96
CMP-01405,2022-09-16,TikTok,Lead Generation,Finance,Middle East,17573.7,2972469,67772,962,100783.76,2.28,0.26,5.73,18.27
CMP-01406,2023-12-05,Email,Retargeting,Education,Asia Pacific,5200.75,481107,4281,513,240100.38,0.89,1.21,46.17,10.14
CMP-01407,2023-03-06,Google Ads,Conversion,Finance,Asia Pacific,23948.88,7825368,418657,47760,23875483.47,5.35,0.06,996.94,0.5
CMP-01408,2022-05-09,Google Ads,Brand Awareness,Tech,North America,36399.96,11777998,798548,87839,13870784.27,6.78,0.05,381.07,0.41
CMP-01409,2022-10-20,Google Ads,Conversion,Education,Europe,24018.84,8540837,374088,38844,9552537.34,4.38,0.06,397.71,0.62
CMP-01410,2022-01-17,Twitter,Conversion,Travel,Middle East,2467.58,1065088,60390,828,350001.21,5.67,0.04,141.84,2.98
CMP-01411,2022-04-12,Email,Conversion,Education,North America,26797.66,4126584,141954,4842,1231879.57,3.44,0.19,45.97,5.53
CMP-01412,2023-10-09,LinkedIn,Brand Awareness,Healthcare,Latin America,41712.97,20495864,1551536,52792,3175345.69,7.57,0.03,76.12,0.79
CMP-01413,2022-01-10,YouTube,Engagement,Healthcare,Asia Pacific,18628.24,2909746,53248,5234,1894707.23,1.83,0.35,101.71,3.56
CMP-01414,2023-12-19,Twitter,Conversion,Tech,Latin America,27668.31,8860101,334025,31365,9444243.37,3.77,0.08,341.34,0.88
CMP-01415,2022-05-17,Twitter,Retargeting,Travel,Middle East,36458.52,5127987,25639,2904,1400406.71,0.5,1.42,38.41,12.55
CMP-01416,2023-10-27,Email,Conversion,Retail,Latin America,3293.98,356452,18464,1301,585480.38,5.18,0.18,177.74,2.53
CMP-01417,2022-11-05,YouTube,Lead Generation,Retail,North America,18422.46,7267312,501444,37825,18670920.05,6.9,0.04,1013.49,0.49
CMP-01418,2022-06-19,YouTube,Retargeting,Healthcare,Latin America,10080.34,852367,57449,3185,741951.38,6.74,0.18,73.6,3.16
CMP-01419,2023-05-28,TikTok,Engagement,Education,Europe,37407.18,7175511,143510,1663,789346.04,2.0,0.26,21.1,22.49
CMP-01420,2023-11-04,Twitter,Brand Awareness,Healthcare,Asia Pacific,49427.55,13097176,92989,1470,600121.58,0.71,0.53,12.14,33.62
CMP-01421,2023-04-02,Twitter,Lead Generation,Travel,North America,4875.33,1816043,102243,5839,1152052.75,5.63,0.05,236.3,0.83
CMP-01422,2022-02-13,TikTok,Conversion,Food & Beverage,Asia Pacific,36400.03,5404380,39451,2688,638091.18,0.73,0.92,17.53,13.54
CMP-01423,2022-05-26,Instagram,Conversion,Education,Europe,28317.72,4643179,57575,2523,241157.06,1.24,0.49,8.52,11.22
CMP-01424,2022-08-24,Email,Lead Generation,Education,Middle East,30573.91,7408267,531913,46077,15995573.8,7.18,0.06,523.18,0.66
CMP-01425,2023-01-02,Instagram,Brand Awareness,Travel,Europe,34246.69,2965839,134055,15401,3495389.79,4.52,0.26,102.07,2.22
CMP-01426,2022-05-03,TikTok,Retargeting,Retail,Latin America,9338.86,3264991,179901,17533,1061791.75,5.51,0.05,113.7,0.53
CMP-01427,2023-07-15,Instagram,Lead Generation,Travel,Europe,14648.4,2633952,40036,4495,2165064.58,1.52,0.37,147.8,3.26
CMP-01428,2023-11-17,LinkedIn,Engagement,Finance,Latin America,21636.36,1928400,112040,10637,773515.84,5.81,0.19,35.75,2.03
CMP-01429,2022-12-17,Twitter,Conversion,Food & Beverage,Middle East,5845.2,1960380,18427,941,457866.88,0.94,0.32,78.33,6.21
CMP-01430,2023-07-24,YouTube,Brand Awareness,Tech,Asia Pacific,5770.85,2538802,161721,15929,5460489.87,6.37,0.04,946.22,0.36
CMP-01431,2022-09-27,TikTok,Brand Awareness,Education,Europe,18395.63,7500351,45752,809,44032.68,0.61,0.4,2.39,22.74
CMP-01432,2022-10-01,Instagram,Brand Awareness,Finance,Middle East,23691.77,11550543,287608,13005,2690555.35,2.49,0.08,113.56,1.82
CMP-01433,2022-11-14,Google Ads,Brand Awareness,Education,North America,29086.77,9665992,545161,56291,1744267.22,5.64,0.05,59.97,0.52
CMP-01434,2023-10-24,YouTube,Conversion,Travel,Middle East,2306.28,465118,5069,242,24417.23,1.09,0.45,10.59,9.53
CMP-01435,2023-08-12,Instagram,Conversion,Tech,Europe,20729.15,2699386,110134,4268,782092.19,4.08,0.19,37.73,4.86
CMP-01436,2023-09-01,Instagram,Retargeting,Retail,Latin America,36305.8,3439480,199833,8027,1373818.55,5.81,0.18,37.84,4.52
CMP-01437,2023-09-18,Facebook,Retargeting,Healthcare,Europe,20512.77,6998008,65781,2256,545231.66,0.94,0.31,26.58,9.09
CMP-01438,2024-05-01,LinkedIn,Retargeting,Healthcare,Latin America,8084.02,2612418,13323,522,176957.15,0.51,0.61,21.89,15.49
CMP-01439,2022-10-29,YouTube,Brand Awareness,Finance,Latin America,16073.59,4902700,257391,5302,279356.46,5.25,0.06,17.38,3.03
CMP-01440,2024-03-23,Facebook,Engagement,Finance,Europe,39916.7,10846991,203923,18978,7237286.88,1.88,0.2,181.31,2.1
CMP-01441,2023-09-21,Instagram,Retargeting,Tech,Latin America,14721.77,4021510,144372,17189,585399.98,3.59,0.1,39.76,0.86
CMP-01442,2022-08-28,Email,Conversion,Retail,Latin America,14003.87,3447241,188908,6467,2721151.23,5.48,0.07,194.31,2.17
CMP-01443,2022-12-11,Instagram,Brand Awareness,Healthcare,Asia Pacific,11173.17,3220481,27374,2600,422528.68,0.85,0.41,37.82,4.3
CMP-01444,2024-02-26,Google Ads,Brand Awareness,Food & Beverage,Europe,9503.15,2224038,166580,8292,1087018.87,7.49,0.06,114.39,1.15
CMP-01445,2024-03-16,Instagram,Brand Awareness,Finance,North America,7431.52,2363059,65456,1051,518462.99,2.77,0.11,69.77,7.07
CMP-01446,2022-02-15,LinkedIn,Conversion,Food & Beverage,North America,18046.19,4313644,134154,13193,1461197.28,3.11,0.13,80.97,1.37
CMP-01447,2024-03-06,Twitter,Conversion,Finance,Latin America,12175.49,5875496,269685,13157,1192020.98,4.59,0.05,97.9,0.93
CMP-01448,2022-03-23,Twitter,Brand Awareness,Healthcare,Asia Pacific,8910.23,3009517,93595,1980,572050.29,3.11,0.1,64.2,4.5
CMP-01449,2024-02-24,Google Ads,Conversion,Tech,Asia Pacific,48630.68,15350942,629388,10181,2805246.59,4.1,0.08,57.68,4.78
CMP-01450,2023-08-22,TikTok,Retargeting,Tech,Middle East,41634.42,11935954,846259,74359,15964087.49,7.09,0.05,383.43,0.56
CMP-01451,2023-12-27,LinkedIn,Brand Awareness,Food & Beverage,Latin America,27080.41,2896242,28383,1279,385645.89,0.98,0.95,14.24,21.17
CMP-01452,2023-12-09,YouTube,Lead Generation,Healthcare,Europe,46156.8,12157552,629761,63376,16863810.78,5.18,0.07,365.36,0.73
CMP-01453,2022-08-23,Twitter,Lead Generation,Finance,Latin America,24954.32,7038736,425139,40907,1652326.68,6.04,0.06,66.21,0.61
CMP-01454,2023-10-13,Twitter,Engagement,Travel,Middle East,5287.18,2059188,50450,1287,633373.46,2.45,0.1,119.79,4.11
CMP-01455,2023-06-06,Google Ads,Lead Generation,Travel,Asia Pacific,19742.09,7726667,506096,2914,784666.79,6.55,0.04,39.75,6.77
CMP-01456,2022-02-07,LinkedIn,Lead Generation,Healthcare,North America,3746.35,1289501,86912,4302,535309.64,6.74,0.04,142.89,0.87
CMP-01457,2024-04-21,Twitter,Conversion,Travel,North America,34232.88,14675997,1118310,45039,12612245.68,7.62,0.03,368.42,0.76
CMP-01458,2022-07-11,Google Ads,Lead Generation,Healthcare,Asia Pacific,15375.95,1534517,88081,7618,1769579.35,5.74,0.17,115.09,2.02
CMP-01459,2023-08-14,Instagram,Brand Awareness,Retail,Middle East,9384.78,3307530,233842,2073,851113.64,7.07,0.04,90.69,4.53
CMP-01460,2022-11-14,Twitter,Conversion,Education,Europe,15081.93,5166057,184944,13840,3643865.52,3.58,0.08,241.6,1.09
CMP-01461,2024-03-14,Facebook,Brand Awareness,Education,Europe,49718.84,10910940,426617,14508,4619727.07,3.91,0.12,92.92,3.43
CMP-01462,2023-07-04,TikTok,Lead Generation,Tech,Europe,4026.98,1532904,69440,3279,462012.23,4.53,0.06,114.73,1.23
CMP-01463,2023-12-08,Facebook,Retargeting,Finance,Middle East,21812.4,9921883,401836,28659,12838219.67,4.05,0.05,588.57,0.76
CMP-01464,2023-04-06,Email,Brand Awareness,Education,North America,15098.36,3732714,59350,6505,3139678.45,1.59,0.25,207.95,2.32
CMP-01465,2024-01-26,Facebook,Retargeting,Education,Asia Pacific,13940.62,3229216,76209,3564,534488.04,2.36,0.18,38.34,3.91
CMP-01466,2023-10-22,Email,Brand Awareness,Travel,North America,39542.18,18463404,258487,30876,11654165.9,1.4,0.15,294.73,1.28
CMP-01467,2023-08-21,TikTok,Engagement,Travel,Middle East,16989.2,8241905,96430,11136,2796536.2,1.17,0.18,164.61,1.53
CMP-01468,2022-10-31,Google Ads,Retargeting,Travel,Middle East,49897.35,6228350,112110,9770,2183924.75,1.8,0.45,43.77,5.11
CMP-01469,2023-08-21,LinkedIn,Lead Generation,Healthcare,Latin America,25815.84,1746176,104945,7697,240925.98,6.01,0.25,9.33,3.35
CMP-01470,2023-02-05,TikTok,Engagement,Education,Latin America,3402.0,1352626,95224,3906,1836308.72,7.04,0.04,539.77,0.87
CMP-01471,2023-01-14,LinkedIn,Retargeting,Healthcare,Latin America,8745.58,3327271,214608,13708,2450682.43,6.45,0.04,280.22,0.64
CMP-01472,2023-11-14,Email,Conversion,Tech,North America,11123.39,4827783,62278,1535,270435.73,1.29,0.18,24.31,7.25
CMP-01473,2024-04-15,Google Ads,Engagement,Food & Beverage,North America,23143.22,1533808,16258,1199,561133.43,1.06,1.42,24.25,19.3
CMP-01474,2022-05-06,Twitter,Retargeting,Finance,Europe,7490.67,1001735,67717,4448,1670792.15,6.76,0.11,223.05,1.68
CMP-01475,2022-04-15,YouTube,Retargeting,Tech,Middle East,23824.04,9556924,243701,12158,2086811.4,2.55,0.1,87.59,1.96
CMP-01476,2023-08-23,LinkedIn,Lead Generation,Healthcare,Asia Pacific,32807.81,14857260,1187095,47114,6813206.84,7.99,0.03,207.67,0.7
CMP-01477,2023-05-12,YouTube,Conversion,Finance,Middle East,42045.77,13180651,251750,26901,2604027.44,1.91,0.17,61.93,1.56
CMP-01478,2022-08-15,TikTok,Engagement,Healthcare,Europe,2540.91,895142,32225,1834,468685.01,3.6,0.08,184.46,1.39
CMP-01479,2023-06-02,LinkedIn,Engagement,Healthcare,Europe,29350.35,8239720,561948,44525,11768859.26,6.82,0.05,400.98,0.66
CMP-01480,2023-12-25,LinkedIn,Lead Generation,Education,Asia Pacific,5805.91,1452185,47776,2456,1010320.07,3.29,0.12,174.02,2.36
CMP-01481,2023-06-09,Twitter,Engagement,Travel,Europe,34939.72,3408190,74298,5668,1920291.54,2.18,0.47,54.96,6.16
CMP-01482,2022-04-23,Twitter,Engagement,Retail,Latin America,4878.71,2334829,72846,7218,2450489.49,3.12,0.07,502.28,0.68
CMP-01483,2024-05-22,TikTok,Brand Awareness,Retail,Middle East,40297.78,12613656,436432,42806,9203483.05,3.46,0.09,228.39,0.94
CMP-01484,2023-10-08,LinkedIn,Retargeting,Education,Middle East,22708.94,3237507,162846,5805,1856669.53,5.03,0.14,81.76,3.91
CMP-01485,2022-07-25,YouTube,Engagement,Travel,Asia Pacific,21801.81,5432112,132543,8776,4106419.22,2.44,0.16,188.35,2.48
CMP-01486,2023-03-06,YouTube,Retargeting,Finance,Middle East,6049.31,2895715,180403,10973,478565.2,6.23,0.03,79.11,0.55
CMP-01487,2023-09-30,Instagram,Conversion,Finance,North America,5798.71,1450315,109643,6351,3159171.66,7.56,0.05,544.81,0.91
CMP-01488,2022-05-12,Twitter,Brand Awareness,Retail,Middle East,47300.09,23256858,1709379,140429,39884875.13,7.35,0.03,843.23,0.34
CMP-01489,2023-08-21,Instagram,Engagement,Travel,Asia Pacific,2695.51,1245405,35494,2996,498986.21,2.85,0.08,185.12,0.9
CMP-01490,2022-08-24,Twitter,Conversion,Healthcare,Europe,40095.1,4947301,255280,16417,1954609.25,5.16,0.16,48.75,2.44
CMP-01491,2023-09-19,Email,Lead Generation,Travel,Middle East,39280.08,12269656,148462,8729,1963829.5,1.21,0.26,50.0,4.5
CMP-01492,2022-08-03,Facebook,Conversion,Retail,Asia Pacific,34649.68,11986326,471062,41505,9356484.11,3.93,0.07,270.03,0.83
CMP-01493,2022-03-04,Email,Conversion,Travel,Middle East,1405.51,700050,52573,5696,1692758.08,7.51,0.03,1204.37,0.25
CMP-01494,2023-10-09,YouTube,Engagement,Travel,Europe,32950.81,1881772,92583,5068,1501210.96,4.92,0.36,45.56,6.5
CMP-01495,2023-06-20,Instagram,Retargeting,Retail,Latin America,16290.63,8129868,627625,12722,4992041.6,7.72,0.03,306.44,1.28
CMP-01496,2023-05-01,Email,Conversion,Education,Europe,43221.73,14557205,890900,77923,5531622.19,6.12,0.05,127.98,0.55
CMP-01497,2023-09-26,Facebook,Retargeting,Travel,Latin America,1251.6,138775,9575,618,297208.39,6.9,0.13,237.46,2.03
CMP-01498,2023-11-06,Instagram,Retargeting,Travel,North America,9800.99,4477484,295513,10463,4487312.39,6.6,0.03,457.84,0.94
CMP-01499,2023-07-16,YouTube,Lead Generation,Tech,North America,19075.95,6442304,335644,38021,15402643.96,5.21,0.06,807.44,0.5
CMP-01500,2023-06-08,Facebook,Lead Generation,Finance,Asia Pacific,47654.24,15456495,310675,31340,7721199.54,2.01,0.15,162.03,1.52
CMP-01501,2023-12-15,Twitter,Conversion,Travel,North America,24046.2,5194952,389101,3728,1721212.34,7.49,0.06,71.58,6.45
CMP-01502,2024-05-19,YouTube,Retargeting,Travel,North America,38686.96,2142411,152325,14017,4558394.1,7.11,0.25,117.83,2.76
CMP-01503,2023-04-26,Facebook,Lead Generation,Retail,Latin America,12796.63,2291777,126506,1412,529337.3,5.52,0.1,41.37,9.06
CMP-01504,2024-06-09,LinkedIn,Conversion,Education,North America,23764.24,3912294,34819,2068,1010924.2,0.89,0.68,42.54,11.49
CMP-01505,2022-03-10,TikTok,Retargeting,Healthcare,North America,12026.8,3532587,18016,1303,322719.04,0.51,0.67,26.83,9.23
CMP-01506,2023-03-01,TikTok,Conversion,Travel,Latin America,44501.74,3022441,238470,12783,2460753.36,7.89,0.19,55.3,3.48
CMP-01507,2023-12-28,Twitter,Conversion,Travel,Middle East,14127.63,1948260,97607,6819,1843063.13,5.01,0.14,130.46,2.07
CMP-01508,2024-03-26,Instagram,Conversion,Travel,Asia Pacific,28875.33,10331401,479377,19957,4211744.59,4.64,0.06,145.86,1.45
CMP-01509,2023-10-04,LinkedIn,Engagement,Food & Beverage,Europe,18365.4,7693719,601648,41034,19244390.56,7.82,0.03,1047.86,0.45
CMP-01510,2023-11-30,Twitter,Retargeting,Food & Beverage,Latin America,18866.82,8758096,635837,24381,10295762.86,7.26,0.03,545.71,0.77
CMP-01511,2024-01-21,Facebook,Conversion,Finance,Latin America,38399.48,6575486,324829,6328,3028977.75,4.94,0.12,78.88,6.07
CMP-01512,2022-06-14,TikTok,Retargeting,Food & Beverage,Europe,41835.73,7409796,88917,632,119098.66,1.2,0.47,2.85,66.2
CMP-01513,2022-12-13,Twitter,Brand Awareness,Tech,North America,23463.69,1401768,50463,2242,347493.53,3.6,0.46,14.81,10.47
CMP-01514,2023-01-16,YouTube,Engagement,Education,North America,23923.26,4866953,368428,11093,2593544.37,7.57,0.06,108.41,2.16
CMP-01515,2022-04-22,LinkedIn,Conversion,Healthcare,Latin America,5103.18,2066221,140503,9938,675061.65,6.8,0.04,132.28,0.51
CMP-01516,2022-01-30,Facebook,Lead Generation,Tech,North America,10557.32,3091331,89030,8556,3787489.87,2.88,0.12,358.75,1.23
CMP-01517,2022-11-07,TikTok,Retargeting,Education,Europe,4223.35,1919033,61025,4321,1934116.09,3.18,0.07,457.96,0.98
CMP-01518,2023-09-29,Instagram,Brand Awareness,Finance,Latin America,14798.29,763574,24205,2779,392917.08,3.17,0.61,26.55,5.33
CMP-01519,2023-08-01,Email,Lead Generation,Tech,North America,33978.0,16347451,225594,26642,7639918.56,1.38,0.15,224.85,1.28
CMP-01520,2024-04-24,LinkedIn,Engagement,Food & Beverage,Latin America,44359.81,7508492,400202,37571,13413114.15,5.33,0.11,302.37,1.18
CMP-01521,2022-06-15,LinkedIn,Engagement,Retail,Asia Pacific,30273.38,3922563,52170,3705,1513013.79,1.33,0.58,49.98,8.17
CMP-01522,2022-12-24,Email,Lead Generation,Travel,Latin America,16388.52,5760077,260355,16130,4572223.34,4.52,0.06,278.99,1.02
CMP-01523,2022-04-13,Email,Conversion,Travel,North America,6669.45,2937278,165662,4998,1601370.92,5.64,0.04,240.11,1.33
CMP-01524,2023-09-14,YouTube,Conversion,Finance,Latin America,28809.38,7566216,64312,6108,735282.29,0.85,0.45,25.52,4.72
CMP-01525,2023-03-20,Twitter,Lead Generation,Travel,Middle East,44499.16,14739030,1099531,80127,6096656.95,7.46,0.04,137.01,0.56
CMP-01526,2024-04-16,LinkedIn,Engagement,Food & Beverage,North America,39395.7,12300303,137763,3787,1806738.58,1.12,0.29,45.86,10.4
CMP-01527,2022-07-04,Email,Lead Generation,Finance,Europe,41197.57,16464334,464294,11728,5123714.29,2.82,0.09,124.37,3.51
CMP-01528,2024-04-21,Google Ads,Retargeting,Travel,Asia Pacific,25729.27,8890072,192025,10780,788913.77,2.16,0.13,30.66,2.39
CMP-01529,2024-01-11,Twitter,Lead Generation,Healthcare,Latin America,2524.09,182490,4416,178,61643.22,2.42,0.57,24.42,14.18
CMP-01530,2023-11-22,YouTube,Brand Awareness,Tech,Middle East,46054.71,15973527,466426,40213,18818866.18,2.92,0.1,408.62,1.15
CMP-01531,2022-01-02,Twitter,Engagement,Education,Latin America,14631.25,2189618,20363,774,157659.67,0.93,0.72,10.78,18.9
CMP-01532,2023-06-01,Facebook,Retargeting,Tech,Europe,19176.47,6864490,490811,26098,6304665.73,7.15,0.04,328.77,0.73
CMP-01533,2024-06-01,LinkedIn,Engagement,Food & Beverage,North America,13070.73,5943308,75480,6263,1150953.45,1.27,0.17,88.06,2.09
CMP-01534,2024-06-14,LinkedIn,Lead Generation,Healthcare,Middle East,39722.17,14514022,737312,28534,6803597.76,5.08,0.05,171.28,1.39
CMP-01535,2022-01-02,Google Ads,Conversion,Finance,Asia Pacific,6898.2,2039294,105023,12019,3515938.67,5.15,0.07,509.69,0.57
CMP-01536,2023-10-23,YouTube,Lead Generation,Retail,Latin America,38871.84,4687875,150012,10194,1615302.62,3.2,0.26,41.55,3.81
CMP-01537,2023-10-08,Facebook,Lead Generation,Finance,Middle East,17325.69,913406,58732,1163,113529.59,6.43,0.29,6.55,14.9
CMP-01538,2022-06-18,TikTok,Retargeting,Travel,Asia Pacific,15523.71,7679978,79103,3781,1793026.07,1.03,0.2,115.5,4.11
CMP-01539,2023-11-03,Email,Brand Awareness,Tech,Latin America,20037.4,1097408,58601,2469,883678.98,5.34,0.34,44.1,8.12
CMP-01540,2022-08-12,LinkedIn,Conversion,Retail,Latin America,11033.92,922984,52794,1966,863415.59,5.72,0.21,78.25,5.61
CMP-01541,2023-08-09,Facebook,Conversion,Travel,Latin America,41747.44,7874319,219693,18860,4462285.77,2.79,0.19,106.89,2.21
CMP-01542,2022-03-31,Instagram,Conversion,Food & Beverage,Asia Pacific,16898.44,1402695,21180,1514,585675.94,1.51,0.8,34.66,11.16
CMP-01543,2023-10-29,Facebook,Conversion,Education,North America,48854.43,20936984,1442558,108561,33347535.66,6.89,0.03,682.59,0.45
CMP-01544,2023-04-14,Instagram,Retargeting,Tech,North America,665.65,195083,15099,593,188986.8,7.74,0.04,283.91,1.12
CMP-01545,2022-06-28,Instagram,Engagement,Food & Beverage,Asia Pacific,28042.69,10144858,382461,25057,11227558.68,3.77,0.07,400.37,1.12
CMP-01546,2022-08-11,TikTok,Engagement,Finance,Middle East,26302.23,2924795,109972,11649,1472435.11,3.76,0.24,55.98,2.26
CMP-01547,2023-06-10,Instagram,Retargeting,Tech,North America,39515.63,17006194,724463,7158,1176663.56,4.26,0.05,29.78,5.52
CMP-01548,2024-05-19,Twitter,Retargeting,Healthcare,Europe,40980.51,11915791,661326,41278,1897592.01,5.55,0.06,46.3,0.99
CMP-01549,2024-02-05,Twitter,Retargeting,Tech,Middle East,22464.37,8469828,155844,7273,1978550.1,1.84,0.14,88.08,3.09
CMP-01550,2023-09-02,LinkedIn,Brand Awareness,Food & Beverage,Latin America,19164.87,4098193,298348,2373,289107.22,7.28,0.06,15.09,8.08
CMP-01551,2023-11-18,Instagram,Conversion,Retail,Asia Pacific,43807.01,14287057,288598,3844,1694334.93,2.02,0.15,38.68,11.4
CMP-01552,2022-05-29,Email,Conversion,Travel,North America,44208.65,4059848,136004,2531,209506.89,3.35,0.33,4.74,17.47
CMP-01553,2024-01-28,Facebook,Retargeting,Healthcare,Middle East,48957.87,4534011,243929,20143,2853333.58,5.38,0.2,58.28,2.43
CMP-01554,2024-01-21,LinkedIn,Lead Generation,Education,Asia Pacific,22915.28,1196353,54314,3959,1507835.22,4.54,0.42,65.8,5.79
CMP-01555,2023-12-03,Email,Lead Generation,Retail,Latin America,9430.67,2247099,149432,15373,2902597.33,6.65,0.06,307.78,0.61
CMP-01556,2022-07-22,Email,Lead Generation,Retail,Europe,37079.16,11299498,858761,35008,10158402.01,7.6,0.04,273.97,1.06
CMP-01557,2022-12-07,YouTube,Retargeting,Food & Beverage,Middle East,28689.9,1564887,42408,1001,191617.08,2.71,0.68,6.68,28.66
CMP-01558,2022-05-06,Email,Brand Awareness,Travel,North America,45194.15,20879022,1661970,114955,44439494.15,7.96,0.03,983.3,0.39
CMP-01559,2022-05-29,Google Ads,Retargeting,Food & Beverage,Asia Pacific,10260.32,4194020,254996,9051,289291.26,6.08,0.04,28.2,1.13
CMP-01560,2023-10-18,Google Ads,Retargeting,Healthcare,Latin America,25166.42,8043780,641893,53415,18537180.87,7.98,0.04,736.58,0.47
CMP-01561,2023-04-15,Email,Brand Awareness,Travel,Middle East,46537.28,17771898,302122,28223,1530344.52,1.7,0.15,32.88,1.65
CMP-01562,2022-06-04,TikTok,Engagement,Food & Beverage,Middle East,551.86,55454,1585,164,50159.6,2.86,0.35,90.89,3.37
CMP-01563,2023-02-18,Twitter,Engagement,Travel,North America,25517.09,6447076,61891,3796,1157591.5,0.96,0.41,45.37,6.72
CMP-01564,2023-02-26,LinkedIn,Conversion,Food & Beverage,Latin America,18279.57,2158317,171370,1449,645453.39,7.94,0.11,35.31,12.62
CMP-01565,2022-03-30,YouTube,Conversion,Tech,North America,37231.17,11961000,604030,71508,15821520.75,5.05,0.06,424.95,0.52
CMP-01566,2023-10-25,Google Ads,Engagement,Healthcare,Asia Pacific,32231.54,15869228,618899,66938,15054168.41,3.9,0.05,467.06,0.48
CMP-01567,2022-12-06,Twitter,Lead Generation,Healthcare,North America,27600.49,5184229,82429,5034,2267808.43,1.59,0.33,82.17,5.48
CMP-01568,2024-06-17,Email,Lead Generation,Education,North America,45428.13,18593395,641472,76131,23653571.8,3.45,0.07,520.68,0.6
CMP-01569,2023-08-16,Instagram,Conversion,Healthcare,Latin America,28531.83,4633600,346129,11796,4561188.09,7.47,0.08,159.86,2.42
CMP-01570,2022-06-21,Facebook,Conversion,Tech,Latin America,37499.06,4084286,218917,12699,6035176.52,5.36,0.17,160.94,2.95
CMP-01571,2022-08-18,Google Ads,Conversion,Education,Middle East,21071.13,3778680,126207,2100,1039213.61,3.34,0.17,49.32,10.03
CMP-01572,2022-03-26,Google Ads,Conversion,Tech,Middle East,39592.93,3374743,238594,24014,789380.1,7.07,0.17,19.94,1.65
CMP-01573,2022-02-04,LinkedIn,Engagement,Food & Beverage,Asia Pacific,24209.23,3518762,52429,2369,509460.72,1.49,0.46,21.04,10.22
CMP-01574,2022-08-23,Email,Lead Generation,Healthcare,North America,33841.86,13994472,1073376,33502,1046737.7,7.67,0.03,30.93,1.01
CMP-01575,2023-01-14,TikTok,Lead Generation,Travel,Europe,19120.58,6058034,98745,1237,437581.07,1.63,0.19,22.89,15.46
